Op	System_1 time per call	System_2 time per call	Time ratio Sys1/Sys2 (one call)	System_1 total op time	System_2 total op time	Time ratio Sys1/Sys2 (all calls)	System_1 occurence	System_2 occurence	Occurence Ratio	System1 cumulative time	System1 % of total time 	System1 cumulative % of total time 	System2 cumulative time	System2 % of total time 	System2 cumulative % of total time 
Sum@GPU-0@(7x1)(1)->(1x1)	2.56	2.55	1.003921568627451	2.56	2.55	1.003921568627451	1.00	1.00	1.0	8742.100000000002	0.000290093203773478	0.9906342955891099	8742.140000000001	0.00028885299308338666	0.990271884295685
Slice@GPU-0@(20x400)(int32 2x1)(int32 2x1)->(20x200)	2.53	2.24	1.1294642857142856	2.53	2.24	1.1294642857142856	1.00	1.00	1.0	8744.630000000003	0.00028669367404175755	0.9909209892631516	8744.380000000001	0.00025373753117913185	0.9905256218268641
RealDiv@GPU-0@(1x1)(1x1)->(1x1)	2.53	2.61	0.9693486590038314	2.53	2.61	0.9693486590038314	1.00	1.00	1.0	8747.160000000003	0.00028669367404175755	0.9912076829371934	8746.990000000002	0.0002956495340971134	0.9908212713609612
VariableV2@GPU-0@(no input)->(200x10000)	2.51	2.67	0.9400749063670412	2.51	2.67	0.9400749063670412	1.00	1.00	1.0	8749.670000000004	0.0002844273208872772	0.9914921102580807	8749.660000000002	0.0003024460751108402	0.9911237174360721
Const@GPU-0@(no input)->(200x1)	2.49	2.85	0.8736842105263158	2.49	2.85	0.8736842105263158	1.00	1.00	1.0	8752.160000000003	0.000282160967732797	0.9917742712258135	8752.510000000002	0.0003228356981520204	0.9914465531342241
Sqrt@GPU-0@(1x1)->(1x1)	2.43	2.68	0.9067164179104478	2.43	2.68	0.9067164179104478	1.00	1.00	1.0	8754.590000000004	0.0002753619082693561	0.9920496331340829	8755.190000000002	0.0003035788319464613	0.9917501319661706
Reshape@GPU-0@(20x4000)(int32 2x1)->(400x200)	2.43	2.61	0.9310344827586208	2.43	2.61	0.9310344827586208	1.00	1.00	1.0	8757.020000000004	0.0002753619082693561	0.9923249950423523	8757.800000000003	0.0002956495340971134	0.9920457815002677
Mul@GPU-0@(400x1)(400x10000)(400x10000)->(400x1)	2.36	2.39	0.9874476987447698	2.36	2.39	0.9874476987447698	1.00	1.00	1.0	8759.380000000005	0.00026742967222867503	0.992592424714581	8760.190000000002	0.0002707288837134487	0.9923165103839812
AddN@GPU-0@(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)->(20x200)	2.32	2.56	0.9062499999999999	2.32	2.56	0.9062499999999999	1.00	1.00	1.0	8761.700000000004	0.0002628969659197144	0.9928553216805007	8762.750000000002	0.00028998574991900784	0.9926064961339002
Mul@GPU-0@(int32 1x1)(1|2|3x1)->(int32 1x1)	2.31	3.10	0.7451612903225806	2.31	3.10	0.7451612903225806	1.00	1.00	1.0	8764.010000000004	0.0002617637893424743	0.9931170854698432	8765.850000000002	0.0003511546190425485	0.9929576507529427
