Op rank by total time	Time of 1 call, microseconds	Number of calls in 1 run	Total time in 1 run	% of total time	Cumulative time, microseconds	% of total cumulative time	(FL)OPs in RegisterStatistics	GFLOP/S achieved	Op name	Device	Input/output tensors
174	   128.04	     1.00	   128.04	     0.10	121860.33	    91.14	     0.00	     0.00	Merge	GPU-0	(boolean 128x1)(boolean 128x1)->(boolean 128x1)(int32 1x1)
175	   126.85	     1.00	   126.85	     0.09	121987.18	    91.23	     0.00	     0.00	Add	GPU-0	(1x1)(128x256)->(128x256)
176	   299.93	     0.42	   125.97	     0.09	122113.15	    91.32	     0.00	     0.00	Mul	GPU-0	(128x39)(128x39)->(128x39)
177	   174.84	     0.70	   122.39	     0.09	122235.54	    91.42	     0.00	     0.00	Sum	GPU-0	(int32 128x19)(int32 128x19)(int32 128x19)(int32 128x1)(int32 128x1)(int32 1x1)->(int32 1x1)
178	   119.54	     1.00	   119.54	     0.09	122355.08	    91.51	     0.00	     0.00	BroadcastGradientArgs	GPU-0	(int32 1x1)(int32 2x1)->(int32 2x1)(int32 1x1)
179	    23.85	     5.00	   119.27	     0.09	122474.35	    91.60	     0.00	     0.00	Switch	GPU-0	(1x1)(boolean 1x1)->(1x1)
180	   116.16	     1.00	   116.16	     0.09	122590.51	    91.68	2200448.00	    18.94	Mul	GPU-0	(128x17191)(1x1)->(128x17191)
181	    28.54	     4.00	   114.17	     0.09	122704.68	    91.77	     4.00	     0.00	Equal	GPU-0	(int32 1x1)(int32 1x1)->(boolean 1x1)
182	    14.05	     8.00	   112.39	     0.08	122817.07	    91.85	     0.00	     0.00	MEMCPYDtoH	GPU-0	(Transfer)->(4 bytes)
183	     8.62	    13.00	   112.08	     0.08	122929.15	    91.94	     0.00	     0.00	Const	CPU-0	(no input)->(1x1)
184	  2782.00	     0.04	   111.28	     0.08	123040.43	    92.02	     0.00	     0.00	MatMul	GPU-0	(4864x128)(4864x17191)->(128x17191)
185	    55.06	     2.00	   110.12	     0.08	123150.55	    92.10	13202686.00	   119.89	L2Loss	GPU-0	(128x17191)->(1x1)
186	    36.56	     3.00	   109.68	     0.08	123260.23	    92.18	     0.00	     0.00	Snapshot	GPU-0	(128x128)->(128x128)
187	   108.08	     1.00	   108.08	     0.08	123368.31	    92.26	     0.00	     0.00	Merge	GPU-0	(1)(int32 1x1)->(int32 1x1)(int32 1x1)
188	   108.02	     1.00	   108.02	     0.08	123476.33	    92.34	     0.00	     0.00	LogicalNot	GPU-0	(boolean 1x1)->(boolean 1x1)
189	   107.08	     1.00	   107.08	     0.08	123583.41	    92.42	     0.00	     0.00	Slice	GPU-0	(128x384)(int32 2x1)(int32 2x1)(int32 2x1)(int32 2x1)->(128x256)
190	   106.70	     1.00	   106.70	     0.08	123690.11	    92.50	 32768.00	     0.31	Add	GPU-0	(256x128)(256x128)->(256x128)
191	    53.02	     2.00	   106.05	     0.08	123796.16	    92.58	     2.00	     0.00	Sub	GPU-0	(int32 1x1)(int32 1x1)->(int32 1x1)
192	   957.64	     0.11	   105.34	     0.08	123901.50	    92.66	     0.00	     0.00	Mul	GPU-0	(1152x1)(1152x17191)->(1152x17191)
193	   105.17	     1.00	   105.17	     0.08	124006.67	    92.74	     0.00	     0.00	Shape	GPU-0	(128x1x128)->(int32 3x1)
194	    52.08	     2.00	   104.15	     0.08	124110.82	    92.82	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(int32 3x1)
195	   103.99	     1.00	   103.99	     0.08	124214.81	    92.90	     0.00	     0.00	Merge	CPU-0	(1x1)(1x1)->(1x1)(int32 1x1)
196	   283.86	     0.36	   102.19	     0.08	124317.00	    92.97	     0.00	     0.00	Softmax	GPU-0	(128x19)->(128x19)
197	 10147.00	     0.01	   101.47	     0.08	124418.47	    93.05	     0.00	     0.00	IteratorGetNext	CPU-0	(tf_resource 1x1)->(int32 128x19)(int32 128x18)(int32 128x18)(int32 128x1)(int32 128x1)
198	 10095.00	     0.01	   100.95	     0.08	124519.42	    93.12	     0.00	     0.00	SparseSoftmaxCrossEntropyWithLogits	GPU-0	(2304x17191)(int32 2304x1)->(2304x1)(2304x17191)
199	    24.57	     4.00	    98.27	     0.07	124617.69	    93.20	     0.00	     0.00	NextIteration	GPU-0	(512x1)->(512x1)
200	   701.79	     0.14	    98.25	     0.07	124715.94	    93.27	     0.00	     0.00	Select	GPU-0	(boolean 128x49)(128x49)(128x49)->(128x49)
201	    23.94	     4.00	    95.77	     0.07	124811.71	    93.34	     0.00	     0.00	Switch	GPU-0	(128x128)(boolean 1x1)->(128x128)
202	   227.74	     0.42	    95.65	     0.07	124907.36	    93.41	     0.00	     0.00	Mul	GPU-0	(1x1)(128x39)->(128x39)
203	    94.41	     1.00	    94.41	     0.07	125001.77	    93.49	     0.00	     0.00	Merge	GPU-0	(256x128)(256x128)->(256x128)(int32 1x1)
204	    46.45	     2.00	    92.90	     0.07	125094.67	    93.55	     0.00	     0.00	Identity	GPU-0	(int32 1x1)->(int32 1x1)
205	    30.90	     3.00	    92.69	     0.07	125187.36	    93.62	     0.00	     0.00	NextIteration	GPU-0	(256x512)->(256x512)
206	    91.86	     1.00	    91.86	     0.07	125279.22	    93.69	     0.00	     0.00	Slice	GPU-0	(128x384)(int32 2x1)(int32 2x1)->(128x128)
207	    90.23	     1.00	    90.23	     0.07	125369.45	    93.76	     0.00	     0.00	Merge	GPU-0	(384x512)(384x512)->(384x512)(int32 1x1)
208	    98.52	     0.91	    89.65	     0.07	125459.10	    93.83	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(3712 bytes)
209	    89.23	     1.00	    89.23	     0.07	125548.33	    93.89	     0.00	     0.00	All	GPU-0	(boolean 128x1)(int32 1x1)(int32 1x1)->(boolean 1x1)
210	  2230.25	     0.04	    89.21	     0.07	125637.54	    93.96	     0.00	     0.00	Mul	GPU-0	(4864x1)(4864x17191)->(4864x17191)
211	    89.10	     1.00	    89.10	     0.07	125726.64	    94.03	     0.00	     0.00	LogicalAnd	GPU-0	(boolean 1x1)(boolean 1x1)->(boolean 1x1)
212	  8690.00	     0.01	    86.90	     0.06	125813.54	    94.09	     0.00	     0.00	MatMul	GPU-0	(5888x128)(128x17191)->(5888x17191)
213	    84.64	     1.00	    84.64	     0.06	125898.18	    94.16	     1.00	     0.00	Add	GPU-0	(1x1)(1x1)(int32 1x1)->(1x1)
214	    93.39	     0.90	    84.05	     0.06	125982.23	    94.22	     0.00	     0.00	TensorArrayScatterV3	GPU-0	(tf_resource 1x1)(1x1)(int32 29x1)(29x128x128)(1x1)->(1x1)
215	    82.72	     1.00	    82.72	     0.06	126064.95	    94.28	     0.00	     0.00	ExpandDims	GPU-0	(int32 128x1)(int32 1x1)->(int32 128x1)
216	   249.09	     0.33	    82.20	     0.06	126147.15	    94.34	     0.00	     0.00	Less	GPU-0	(int32 9x1)(int32 128x1)->(boolean 128x9)
217	    57.36	     1.42	    81.45	     0.06	126228.60	    94.40	     0.00	     0.00	TensorArrayScatterV3	GPU-0	(tf_resource 1x1)(1x1)(int32 19x1)(19x128x128)(1x1)->(1x1)
218	   567.64	     0.14	    79.47	     0.06	126308.07	    94.46	     0.00	     0.00	Softmax	GPU-0	(128x39)->(128x39)
219	    19.68	     4.00	    78.74	     0.06	126386.81	    94.52	     0.00	     0.00	TensorArrayGradV3	GPU-0	(tf_resource 1x1)(1x1)(1x1)->(tf_resource 1x1)(1x1)
220	    19.43	     4.00	    77.71	     0.06	126464.52	    94.58	     0.00	     0.00	Switch	GPU-0	(512x1)(int32 1x1)(boolean 1x1)->(512x1)
221	    71.94	     1.08	    77.69	     0.06	126542.21	    94.64	     0.00	     0.00	Mul	GPU-0	(1x1)(128x19)->(128x19)
222	    76.31	     1.00	    76.31	     0.06	126618.52	    94.69	     1.00	     0.00	Pow	GPU-0	(1x1)(1x1)->(1x1)
223	    73.00	     1.00	    73.00	     0.05	126691.52	    94.75	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(128x384)->(128x384)
224	    71.82	     1.00	    71.82	     0.05	126763.34	    94.80	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(boolean 128x1)
225	   319.36	     0.22	    70.26	     0.05	126833.60	    94.86	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x9)(128x9x128)->(128x1x128)
226	  6859.00	     0.01	    68.59	     0.05	126902.19	    94.91	     0.00	     0.00	IteratorGetNext	CPU-0	(tf_resource 1x1)->(int32 128x49)(int32 128x48)(int32 128x48)(int32 128x1)(int32 128x1)
227	    67.98	     1.00	    67.98	     0.05	126970.17	    94.96	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(boolean 1x1)->(boolean 1x1)
228	    66.03	     1.00	    66.03	     0.05	127036.20	    95.01	     0.00	     0.00	Squeeze	GPU-0	(128x1x128)->(128x128)
229	    21.88	     3.00	    65.64	     0.05	127101.84	    95.06	     0.00	     0.00	Switch	GPU-0	(256x512)(int32 1x1)(boolean 1x1)->(256x512)
230	    45.35	     1.44	    65.31	     0.05	127167.15	    95.10	     0.00	     0.00	Shape	GPU-0	(128x19)->(int32 2x1)
231	   135.94	     0.48	    65.25	     0.05	127232.40	    95.15	     0.00	     0.00	TensorArrayScatterV3	GPU-0	(tf_resource 1x1)(1x1)(int32 39x1)(39x128x128)(1x1)->(1x1)
232	    63.92	     1.00	    63.92	     0.05	127296.32	    95.20	     0.00	     0.00	ExpandDims	GPU-0	(128x128)(int32 1x1)->(128x1x128)
233	    31.86	     2.00	    63.73	     0.05	127360.05	    95.25	     0.00	     0.00	Reshape	GPU-0	(128x256)(int32 2x1)->(128x256)
234	    63.64	     1.00	    63.64	     0.05	127423.69	    95.30	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(128x384)
235	    68.25	     0.92	    62.79	     0.05	127486.48	    95.34	     0.00	     0.00	Shape	GPU-0	(128x29)->(int32 2x1)
236	   274.73	     0.22	    60.44	     0.05	127546.92	    95.39	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x9)(128x1x128)->(128x9x128)
237	   213.78	     0.27	    57.72	     0.04	127604.64	    95.43	     0.00	     0.00	Mul	GPU-0	(1x1)(128x50)->(128x50)
238	    56.43	     1.00	    56.43	     0.04	127661.07	    95.47	     0.00	     0.00	NextIteration	GPU-0	(boolean 128x1)->(boolean 128x1)
239	     7.97	     7.00	    55.79	     0.04	127716.86	    95.52	     0.00	     0.00	StridedSlice	GPU-0	(int32 3x1)(int32 1x1)(int32 1x1)(int32 1x1)->(int32 1x1)
240	    55.63	     1.00	    55.63	     0.04	127772.49	    95.56	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(boolean 128x1)->(boolean 128x1)
241	    54.80	     1.00	    54.80	     0.04	127827.29	    95.60	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(128x1x128)->(128x1x128)
242	    79.30	     0.69	    54.72	     0.04	127882.01	    95.64	     0.00	     0.00	Mul	GPU-0	(128x29)(128x29)->(128x29)
243	  5362.00	     0.01	    53.62	     0.04	127935.63	    95.68	     0.00	     0.00	IteratorGetNext	CPU-0	(tf_resource 1x1)->(int32 128x49)(int32 128x46)(int32 128x46)(int32 128x1)(int32 128x1)
244	   376.36	     0.14	    52.69	     0.04	127988.32	    95.72	     0.00	     0.00	ZerosLike	GPU-0	(128x39)->(128x39)
245	    52.37	     1.00	    52.37	     0.04	128040.69	    95.76	     0.00	     0.00	Switch	GPU-0	(int32 1x1)(boolean 1x1)->(int32 1x1)
246	    90.98	     0.56	    50.95	     0.04	128091.64	    95.80	     0.00	     0.00	Shape	GPU-0	(128x39)->(int32 2x1)
247	    50.25	     1.00	    50.25	     0.04	128141.89	    95.83	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(boolean 1x1)
248	    46.19	     1.08	    49.88	     0.04	128191.77	    95.87	     0.00	     0.00	Mul	GPU-0	(128x19)(128x19)->(128x19)
249	    95.67	     0.52	    49.75	     0.04	128241.52	    95.91	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(4992 bytes)
250	    45.56	     1.08	    49.21	     0.04	128290.73	    95.95	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(128x19)->(128x19)
251	    71.17	     0.69	    49.11	     0.04	128339.84	    95.98	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(128x29)->(128x29)
252	    49.09	     1.00	    49.09	     0.04	128388.93	    96.02	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(128x1x128)
253	   179.96	     0.27	    48.59	     0.04	128437.52	    96.05	     0.00	     0.00	Mul	GPU-0	(128x50)(128x50)->(128x50)
254	    64.94	     0.72	    46.76	     0.03	128484.28	    96.09	     0.00	     0.00	Select	GPU-0	(boolean 128x19)(128x19)(128x19)->(128x19)
255	    46.68	     1.00	    46.68	     0.03	128530.96	    96.12	     0.00	     0.00	Snapshot	GPU-0	(128x256)->(128x256)
256	   193.04	     0.24	    46.33	     0.03	128577.29	    96.16	     0.00	     0.00	TensorArrayScatterV3	GPU-0	(tf_resource 1x1)(1x1)(int32 49x1)(49x128x128)(1x1)->(1x1)
257	   176.42	     0.26	    45.87	     0.03	128623.16	    96.19	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(6272 bytes)
258	    45.68	     1.00	    45.68	     0.03	128668.84	    96.23	     0.00	     0.00	Switch	GPU-0	(boolean 128x1)(int32 1x1)(boolean 1x1)->(boolean 128x1)
259	     7.61	     6.00	    45.64	     0.03	128714.48	    96.26	2359290.00	    51.69	L2Loss	GPU-0	(256x512)->(1x1)
260	    44.24	     1.00	    44.24	     0.03	128758.72	    96.30	     0.00	     0.00	Reshape	GPU-0	(128x1x128)(int32 2x1)->(128x128)
261	    10.99	     4.00	    43.95	     0.03	128802.67	    96.33	     0.00	     0.00	ConcatV2	GPU-0	(int32 1x1)(int32 1x1)(int32 1x1)->(int32 2x1)
262	    97.20	     0.44	    42.77	     0.03	128845.44	    96.36	     0.00	     0.00	TensorArrayGatherV3	GPU-0	(tf_resource 1x1)(1x1)(int32 9x1)(1x1)->(9x128x128)
263	    42.75	     1.00	    42.75	     0.03	128888.19	    96.39	     0.00	     0.00	Sum	GPU-0	(128x256)(int32 1x1)(int32 2x1)->(128x256)
264	    42.62	     1.00	    42.62	     0.03	128930.81	    96.42	     0.00	     0.00	Sum	GPU-0	(128x256)(int32 1x1)(int32 1x1)->(128x256)
265	   145.39	     0.28	    40.71	     0.03	128971.52	    96.45	     0.00	     0.00	Select	GPU-0	(boolean 128x39)(128x39)(128x39)->(128x39)
266	   112.22	     0.36	    40.40	     0.03	129011.92	    96.48	     0.00	     0.00	Shape	GPU-0	(128x50)->(int32 2x1)
267	    96.14	     0.42	    40.38	     0.03	129052.30	    96.51	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(128x39)->(128x39)
268	   173.96	     0.23	    40.01	     0.03	129092.31	    96.54	     0.00	     0.00	Fill	GPU-0	(int32 2x1)(1x1)->(128x29)
269	    13.06	     3.00	    39.17	     0.03	129131.48	    96.57	     0.00	     0.00	ScalarSummary	CPU-0	(string 1x1)(1x1)->(string 1x1)
270	    35.65	     1.08	    38.50	     0.03	129169.98	    96.60	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(128x19)
271	    55.00	     0.69	    37.95	     0.03	129207.93	    96.63	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(128x29)
272	    37.45	     1.00	    37.45	     0.03	129245.38	    96.66	     0.00	     0.00	NextIteration	GPU-0	(128x128)(int32 1x1)->(128x128)
273	   205.61	     0.18	    37.01	     0.03	129282.39	    96.69	     0.00	     0.00	TensorArrayScatterV3	GPU-0	(tf_resource 1x1)(1x1)(int32 51x1)(51x128x128)(1x1)->(1x1)
274	   174.38	     0.21	    36.62	     0.03	129319.01	    96.71	     0.00	     0.00	Mul	GPU-0	(128x49)(128x49)->(128x49)
275	   173.00	     0.21	    36.33	     0.03	129355.34	    96.74	     0.00	     0.00	Mul	GPU-0	(1x1)(128x49)->(128x49)
276	  3525.00	     0.01	    35.25	     0.03	129390.59	    96.77	     0.00	     0.00	MatMul	GPU-0	(2304x17191)(128x17191)->(2304x128)
277	   194.78	     0.18	    35.06	     0.03	129425.65	    96.79	     0.00	     0.00	Select	GPU-0	(boolean 128x50)(128x50)(128x50)->(128x50)
278	   128.59	     0.27	    34.72	     0.03	129460.37	    96.82	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(6400 bytes)
279	    47.58	     0.72	    34.26	     0.03	129494.63	    96.85	     0.00	     0.00	Merge	GPU-0	(128x19x128)(128x19x128)->(128x19x128)(int32 1x1)
280	    34.17	     1.00	    34.17	     0.03	129528.80	    96.87	     0.00	     0.00	Reshape	GPU-0	(1x1)(int32 1x1)->(1x1)
281	    34.02	     1.00	    34.02	     0.03	129562.82	    96.90	     0.00	     0.00	Reshape	GPU-0	(128x128)(int32 3x1)->(128x1x128)
282	   242.21	     0.14	    33.91	     0.03	129596.73	    96.92	     0.00	     0.00	Sum	GPU-0	(128x39)(int32 2x1)(int32 1x1)->(1x1)
283	    33.63	     1.00	    33.63	     0.03	129630.36	    96.95	     0.00	     0.00	Reshape	GPU-0	(128x1)(int32 2x1)->(128x1)
284	    33.22	     1.00	    33.22	     0.02	129663.58	    96.97	     0.00	     0.00	NextIteration	GPU-0	(384x512)->(384x512)
285	    23.16	     1.42	    32.89	     0.02	129696.47	    97.00	     0.00	     0.00	TensorArrayGatherV3	GPU-0	(tf_resource 1x1)(1x1)(int32 19x1)(1x1)->(19x128x128)
286	   363.33	     0.09	    32.70	     0.02	129729.17	    97.02	     0.00	     0.00	Sum	GPU-0	(128x50)(int32 2x1)(int32 1x1)->(1x1)
287	    10.85	     3.00	    32.55	     0.02	129761.72	    97.05	     0.00	     0.00	ApplyGradientDescent	GPU-0	(256x512)(1x1)(int32 1x1)(256x512)->(256x512)
288	   180.78	     0.18	    32.54	     0.02	129794.26	    97.07	     0.00	     0.00	TensorArrayScatterV3	GPU-0	(tf_resource 1x1)(1x1)(int32 50x1)(50x128x128)(1x1)->(1x1)
289	    70.22	     0.46	    32.30	     0.02	129826.56	    97.09	     0.00	     0.00	Merge	GPU-0	(128x29x128)(128x29x128)->(128x29x128)(int32 1x1)
290	    16.09	     2.00	    32.19	     0.02	129858.75	    97.12	     0.00	     0.00	Identity	GPU-0	(128x128)->(128x128)
291	   119.00	     0.27	    32.13	     0.02	129890.88	    97.14	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(128x50)->(128x50)
292	    31.86	     1.00	    31.86	     0.02	129922.74	    97.17	     0.00	     0.00	Iterator	CPU-0	(no input)->(tf_resource 1x1)
293	     3.94	     8.00	    31.49	     0.02	129954.23	    97.19	     0.00	     0.00	Const	GPU-0	(no input)->(int32 2x1)
294	  3098.00	     0.01	    30.98	     0.02	129985.21	    97.21	     0.00	     0.00	MatMul	GPU-0	(2304x128)(128x17191)->(2304x17191)
295	    30.79	     1.00	    30.79	     0.02	130016.00	    97.24	     0.00	     0.00	Switch	GPU-0	(256x128)(int32 1x1)(boolean 1x1)->(256x128)
296	    85.33	     0.36	    30.72	     0.02	130046.72	    97.26	     0.00	     0.00	Fill	GPU-0	(int32 2x1)(1x1)->(128x19)
297	     1.61	    19.00	    30.58	     0.02	130077.30	    97.28	     0.00	     0.00	Enter	GPU-0	(128x128)->(128x128)
298	   108.86	     0.28	    30.48	     0.02	130107.78	    97.30	     0.00	     0.00	Shape	GPU-0	(128x49)->(int32 2x1)
299	    12.18	     2.49	    30.32	     0.02	130138.10	    97.33	     0.00	     0.00	Range	GPU-0	(int32 1x1)(int32 1x1)(int32 1x1)->(int32 19x1)
300	    83.42	     0.36	    30.03	     0.02	130168.13	    97.35	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(boolean 128x19)->(boolean 128x19)
301	     9.98	     3.00	    29.93	     0.02	130198.06	    97.37	     0.00	     0.00	ConcatV2	GPU-0	(int32 2x1)(int32 1x1)(int32 1x1)->(int32 3x1)
302	   129.26	     0.23	    29.73	     0.02	130227.79	    97.39	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(boolean 128x29)->(boolean 128x29)
303	    70.45	     0.42	    29.59	     0.02	130257.38	    97.42	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(128x39)
304	   125.22	     0.23	    28.80	     0.02	130286.18	    97.44	     0.00	     0.00	Sum	GPU-0	(128x29)(int32 2x1)(int32 1x1)->(1x1)
305	    31.86	     0.90	    28.67	     0.02	130314.85	    97.46	     0.00	     0.00	TensorArrayGatherV3	GPU-0	(tf_resource 1x1)(1x1)(int32 29x1)(1x1)->(29x128x128)
306	    28.45	     1.00	    28.45	     0.02	130343.30	    97.48	     0.00	     0.00	Switch	CPU-0	(1x1)(int32 1x1)(boolean 1x1)->(1x1)
307	    78.03	     0.36	    28.09	     0.02	130371.39	    97.50	     0.00	     0.00	Shape	GPU-0	(128x1x19)->(int32 3x1)
308	    14.04	     2.00	    28.08	     0.02	130399.47	    97.52	     0.00	     0.00	MEMCPYDtoD	GPU-0	(Transfer)->(4 bytes)
309	   400.86	     0.07	    28.06	     0.02	130427.53	    97.54	     0.00	     0.00	Sum	GPU-0	(128x49)(int32 2x1)(int32 1x1)->(1x1)
310	   119.09	     0.23	    27.39	     0.02	130454.92	    97.56	     0.00	     0.00	Shape	GPU-0	(128x1x29)->(int32 3x1)
311	  2687.00	     0.01	    26.87	     0.02	130481.79	    97.58	     0.00	     0.00	MatMul	GPU-0	(2304x128)(2304x17191)->(128x17191)
312	    13.39	     2.00	    26.78	     0.02	130508.57	    97.60	     2.00	     0.00	Less	GPU-0	(int32 1x1)(int32 1x1)->(boolean 1x1)
313	     4.36	     6.00	    26.17	     0.02	130534.74	    97.62	    12.00	     0.00	Equal	GPU-0	(int32 2x1)(int32 2x1)->(boolean 2x1)
314	    18.30	     1.42	    25.98	     0.02	130560.72	    97.64	     0.00	     0.00	L2Loss	GPU-0	(2432x128)->(1x1)
315	   112.30	     0.23	    25.83	     0.02	130586.55	    97.66	     0.00	     0.00	Sub	GPU-0	(128x29)(128x1)->(128x29)
316	    17.66	     1.43	    25.26	     0.02	130611.81	    97.68	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(2432 bytes)
317	    15.97	     1.58	    25.24	     0.02	130637.05	    97.70	     0.00	     0.00	Range	GPU-0	(int32 1x1)(int32 1x1)(int32 1x1)->(int32 29x1)
318	    12.62	     2.00	    25.23	     0.02	130662.28	    97.72	1179646.00	    46.76	L2Loss	GPU-0	(384x512)->(1x1)
319	   279.67	     0.09	    25.17	     0.02	130687.45	    97.74	     0.00	     0.00	Fill	GPU-0	(int32 2x1)(1x1)->(128x50)
320	    25.15	     1.00	    25.15	     0.02	130712.60	    97.76	     0.00	     0.00	Switch	GPU-0	(384x512)(int32 1x1)(boolean 1x1)->(384x512)
321	    92.93	     0.27	    25.09	     0.02	130737.69	    97.78	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(128x50)
322	   119.29	     0.21	    25.05	     0.02	130762.74	    97.79	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(128x49)->(128x49)
323	    25.03	     1.00	    25.03	     0.02	130787.77	    97.81	     0.00	     0.00	Assert	CPU-0	(boolean 1x1)(string 1x1)(string 1x1)(string 1x1)(int32 128x1)->(no output info)
324	   177.57	     0.14	    24.86	     0.02	130812.63	    97.83	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(boolean 128x39)->(boolean 128x39)
325	    27.57	     0.90	    24.81	     0.02	130837.44	    97.85	     0.00	     0.00	L2Loss	GPU-0	(3712x128)->(1x1)
326	    88.04	     0.28	    24.65	     0.02	130862.09	    97.87	     0.00	     0.00	Merge	GPU-0	(128x39x128)(128x39x128)->(128x39x128)(int32 1x1)
327	     8.19	     3.00	    24.58	     0.02	130886.67	    97.89	     0.00	     0.00	Pack	GPU-0	(int32 1x1)(int32 1x1)->(int32 2x1)
328	    67.14	     0.36	    24.17	     0.02	130910.84	    97.90	     0.00	     0.00	Sum	GPU-0	(128x19)(int32 2x1)(int32 1x1)->(1x1)
329	    65.86	     0.36	    23.71	     0.02	130934.55	    97.92	     0.00	     0.00	Sub	GPU-0	(128x19)(128x1)->(128x19)
330	    51.15	     0.46	    23.53	     0.02	130958.08	    97.94	     0.00	     0.00	MatMul	GPU-0	(3712x128)(128x128)->(3712x128)
331	    32.62	     0.72	    23.49	     0.02	130981.57	    97.96	     0.00	     0.00	MatMul	GPU-0	(2432x128)(128x128)->(2432x128)
332	     7.82	     3.00	    23.47	     0.02	131005.04	    97.97	393216.00	    16.75	Mul	GPU-0	(256x512)(1x1)->(256x512)
333	   166.07	     0.14	    23.25	     0.02	131028.29	    97.99	     0.00	     0.00	Sub	GPU-0	(128x39)(128x1)->(128x39)
334	    27.00	     0.86	    23.22	     0.02	131051.51	    98.01	     0.00	     0.00	Range	GPU-0	(int32 1x1)(int32 1x1)(int32 1x1)->(int32 39x1)
335	   162.00	     0.14	    22.68	     0.02	131074.19	    98.03	     0.00	     0.00	Fill	GPU-0	(int32 2x1)(1x1)->(128x39)
336	   156.50	     0.14	    21.91	     0.02	131096.10	    98.04	     0.00	     0.00	Shape	GPU-0	(128x1x39)->(int32 3x1)
337	     3.61	     6.00	    21.66	     0.02	131117.76	    98.06	     0.00	     0.00	All	GPU-0	(boolean 2x1)(int32 1x1)->(boolean 1x1)
338	    21.58	     1.00	    21.58	     0.02	131139.34	    98.08	     0.00	     0.00	Identity	CPU-0	(int32 1x1)->(1x1)
339	    21.14	     1.00	    21.14	     0.02	131160.48	    98.09	     0.00	     0.00	NextIteration	GPU-0	(256x128)->(256x128)
340	  2103.00	     0.01	    21.03	     0.02	131181.51	    98.11	     0.00	     0.00	Mul	GPU-0	(2304x1)(2304x17191)->(2304x17191)
341	    10.44	     2.00	    20.88	     0.02	131202.39	    98.12	     0.00	     0.00	GatherV2	CPU-0	(int32 3x1)(int32 2x1)(int32 1x1)->(int32 2x1)
342	     1.49	    14.00	    20.88	     0.02	131223.27	    98.14	     0.00	     0.00	Enter	GPU-0	(1x1)->(1x1)
343	     6.67	     3.00	    20.02	     0.01	131243.29	    98.15	     0.00	     0.00	Assert	CPU-0	(boolean 1x1)(string 1x1)(string 1x1)(string 1x1)(int32 1x1)(string 1x1)(int32 1x1)->(no output info)
344	    10.00	     2.00	    20.00	     0.01	131263.29	    98.17	     0.00	     0.00	GatherV2	CPU-0	(int32 3x1)(int32 1x1)(int32 1x1)->(int32 1x1)
345	    86.83	     0.23	    19.97	     0.01	131283.26	    98.18	     0.00	     0.00	ZerosLike	GPU-0	(128x29)->(128x29)
346	   108.50	     0.18	    19.53	     0.01	131302.79	    98.20	     0.00	     0.00	Merge	GPU-0	(128x50x128)(128x50x128)->(128x50x128)(int32 1x1)
347	   214.22	     0.09	    19.28	     0.01	131322.07	    98.21	     0.00	     0.00	ZerosLike	GPU-0	(128x50)->(128x50)
348	   212.78	     0.09	    19.15	     0.01	131341.22	    98.23	     0.00	     0.00	Sum	GPU-0	(128x50)(int32 1x1)->(128x1)
349	    90.71	     0.21	    19.05	     0.01	131360.27	    98.24	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(128x49)
350	    82.74	     0.23	    19.03	     0.01	131379.30	    98.25	     0.00	     0.00	Sum	GPU-0	(128x29)(int32 1x1)->(128x1)
351	   134.86	     0.14	    18.88	     0.01	131398.18	    98.27	     0.00	     0.00	Sum	GPU-0	(128x39)(int32 1x1)->(128x1)
