Op	System_1 time per call	System_2 time per call	Time ratio Sys1/Sys2 (one call)	System_1 total op time	System_2 total op time	Time ratio Sys1/Sys2 (all calls)	System_1 occurence	System_2 occurence	Occurence Ratio	System1 cumulative time	System1 % of total time 	System1 cumulative % of total time 	System2 cumulative time	System2 % of total time 	System2 cumulative % of total time 
Select@GPU-0@(boolean 1x1)(1|2|3x1)(1x1)->(1x1)	1.68	1.69	0.9940828402366864	1.68	1.69	0.9940828402366864	1.00	1.00	1.0	9468.51	0.00017683838234984513	0.9966642807519831	9377.460000000003	0.00017960209103594257	0.9965748074591184
Shape@GPU-0@(100x1)->(int32 1x1)	1.67	1.69	0.9881656804733727	1.67	1.69	0.9881656804733727	1.00	1.00	1.0	9470.18	0.00017578577293109608	0.9968400665249142	9379.150000000003	0.00017960209103594257	0.9967544095501544
Equal@GPU-0@(1x1)(1|2|3x1)->(boolean 1x1)	1.67	1.67	1.0	1.67	1.67	1.0	1.00	1.00	1.0	9471.85	0.00017578577293109608	0.9970158522978453	9380.820000000003	0.00017747662250297284	0.9969318861726574
ReadVariableOp@GPU-0@(tf_resource 1x1)->(1024x10)	1.66	1.59	1.0440251572327044	1.66	1.59	1.0440251572327044	1.00	1.00	1.0	9473.51	0.000174733163512347	0.9971905854613576	9382.410000000003	0.00016897474837109392	0.9971008609210285
Select@GPU-0@(boolean 1x1)(1x1)(1|2|3x1)->(1x1)	1.65	1.72	0.9593023255813953	1.65	1.72	0.9593023255813953	1.00	1.00	1.0	9475.16	0.0001736805540935979	0.9973642660154513	9384.130000000003	0.00018279029383539718	0.9972836512148638
Reshape@GPU-0@(100x3136)(int32 4x1)->(100x64x7x7)	1.60	1.56	1.0256410256410258	1.60	1.56	1.0256410256410258	1.00	1.00	1.0	9476.76	0.00016841750699985253	0.9975326835224511	9385.690000000002	0.0001657865455716393	0.9974494377604355
ReadVariableOp@GPU-0@(tf_resource 1x1)->(32x1)	1.60	1.58	1.0126582278481013	1.60	1.58	1.0126582278481013	1.00	1.00	1.0	9478.36	0.00016841750699985253	0.9977011010294509	9387.270000000002	0.00016791201410460904	0.9976173497745401
ReadVariableOp@GPU-0@(tf_resource 1x1)->(3136x1024)	1.60	1.42	1.1267605633802817	1.60	1.42	1.1267605633802817	1.00	1.00	1.0	9479.960000000001	0.00016841750699985253	0.9978695185364507	9388.690000000002	0.00015090826584085115	0.9977682580403809
Sum@GPU-0@(100x1)(int32 1x1)(int32 1x1)->(100x1)	1.59	1.68	0.9464285714285715	1.59	1.68	0.9464285714285715	1.00	1.00	1.0	9481.550000000001	0.00016736489758110344	0.9980368834340317	9390.370000000003	0.00017853935676945772	0.9979467973971504
Reshape@GPU-0@(100x64x7x7)(int32 2x1)->(100x3136)	1.56	1.51	1.033112582781457	1.56	1.51	1.033112582781457	1.00	1.00	1.0	9483.11	0.00016420706932485622	0.9982010905033566	9391.880000000003	0.00016047287423921497	0.9981072702713897
